smoothed;3
(;w;i;e;d;r;a;u;f;n;h;m; ;s;t;z;g;p;o;);c;k;l;ä;,;.;b;ü;j;ß;ö;v;x;?;q;!;y;#
ku;0.008000;0.008000;0.008000;0.008000;0.008000;0.144000;0.008000;0.016000;0.008000;0.360000;0.008000;0.080000;0.008000;0.032000;0.088000;0.008000;0.008000;0.008000;0.008000;0.008000;0.008000;0.008000;0.032000;0.008000;0.008000;0.008000;0.008000;0.008000;0.008000;0.008000;0.008000;0.008000;0.008000;0.008000;0.008000;0.008000;0.008000;0.008000
kf;0.025000;0.025000;0.025000;0.050000;0.025000;0.025000;0.050000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
kn;0.023256;0.023256;0.046512;0.023256;0.023256;0.023256;0.046512;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.046512;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.069767;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256
kh;0.025000;0.025000;0.025000;0.050000;0.025000;0.025000;0.050000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
km;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.071429;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.071429;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810
k ;0.006993;0.013986;0.055944;0.055944;0.139860;0.020979;0.118881;0.048951;0.041958;0.048951;0.013986;0.027972;0.020979;0.069930;0.013986;0.048951;0.020979;0.006993;0.006993;0.013986;0.013986;0.027972;0.006993;0.006993;0.006993;0.006993;0.048951;0.006993;0.006993;0.006993;0.006993;0.013986;0.006993;0.006993;0.006993;0.006993;0.006993;0.006993
ks;0.009524;0.009524;0.304762;0.009524;0.009524;0.009524;0.200000;0.009524;0.019048;0.009524;0.009524;0.009524;0.038095;0.009524;0.104762;0.009524;0.009524;0.009524;0.009524;0.009524;0.019048;0.009524;0.009524;0.009524;0.019048;0.009524;0.009524;0.009524;0.009524;0.009524;0.009524;0.009524;0.009524;0.009524;0.009524;0.009524;0.009524;0.009524
kt;0.002571;0.002571;0.233933;0.128535;0.002571;0.010283;0.005141;0.231362;0.002571;0.002571;0.002571;0.002571;0.200514;0.005141;0.005141;0.002571;0.002571;0.002571;0.051414;0.002571;0.002571;0.002571;0.002571;0.002571;0.030848;0.028278;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571
kz;0.020408;0.020408;0.020408;0.204082;0.020408;0.020408;0.020408;0.061224;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408
kg;0.025000;0.025000;0.025000;0.050000;0.025000;0.025000;0.050000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
kp;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
ko;0.001908;0.001908;0.001908;0.001908;0.009542;0.003817;0.001908;0.001908;0.007634;0.145038;0.066794;0.486641;0.003817;0.015267;0.001908;0.001908;0.001908;0.015267;0.022901;0.001908;0.028626;0.003817;0.141221;0.001908;0.001908;0.001908;0.001908;0.001908;0.001908;0.001908;0.001908;0.003817;0.001908;0.001908;0.001908;0.001908;0.001908;0.001908
k);0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
kc;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
kk;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
kl;0.005348;0.005348;0.171123;0.080214;0.005348;0.005348;0.122995;0.342246;0.005348;0.005348;0.005348;0.005348;0.005348;0.005348;0.005348;0.005348;0.005348;0.005348;0.005348;0.005348;0.005348;0.005348;0.005348;0.106952;0.005348;0.005348;0.005348;0.005348;0.005348;0.005348;0.005348;0.005348;0.005348;0.005348;0.005348;0.005348;0.005348;0.005348
kä;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.187500;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.062500;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833
k,;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.372881;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949
k.;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.139535;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256
kb;0.024390;0.024390;0.048780;0.024390;0.024390;0.024390;0.073171;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390
kü;0.019608;0.019608;0.019608;0.019608;0.019608;0.058824;0.019608;0.019608;0.019608;0.196078;0.039216;0.019608;0.019608;0.039216;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608;0.019608
kj;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
kß;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
kö;0.010204;0.010204;0.010204;0.010204;0.010204;0.030612;0.010204;0.010204;0.010204;0.602041;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204
kv;0.025641;0.025641;0.051282;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641
kx;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
k?;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
kq;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
k!;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.051282;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641
ky;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
k#;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
l(;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
lw;0.021739;0.021739;0.086957;0.130435;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739;0.021739
li;0.001073;0.001073;0.001073;0.177039;0.005365;0.001073;0.001073;0.001073;0.003219;0.105150;0.001073;0.007511;0.005365;0.018240;0.128755;0.007511;0.026824;0.001073;0.001073;0.001073;0.482833;0.002146;0.002146;0.001073;0.001073;0.001073;0.002146;0.001073;0.001073;0.001073;0.001073;0.001073;0.001073;0.001073;0.001073;0.001073;0.001073;0.001073
le;0.001099;0.001099;0.210989;0.002198;0.006593;0.056044;0.001099;0.005495;0.001099;0.218681;0.015385;0.058242;0.128571;0.036264;0.034066;0.002198;0.142857;0.001099;0.001099;0.001099;0.003297;0.005495;0.002198;0.001099;0.010989;0.005495;0.016484;0.001099;0.001099;0.001099;0.001099;0.003297;0.016484;0.001099;0.001099;0.001099;0.001099;0.001099
ld;0.010989;0.010989;0.054945;0.263736;0.010989;0.010989;0.010989;0.219780;0.010989;0.010989;0.010989;0.010989;0.076923;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.021978;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989
lr;0.018868;0.018868;0.018868;0.301887;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868
la;0.002404;0.004808;0.002404;0.002404;0.012019;0.036058;0.002404;0.081731;0.002404;0.225962;0.002404;0.209135;0.002404;0.062500;0.036058;0.002404;0.235577;0.007212;0.002404;0.002404;0.012019;0.004808;0.002404;0.002404;0.002404;0.002404;0.004808;0.002404;0.002404;0.009615;0.002404;0.002404;0.002404;0.002404;0.002404;0.002404;0.002404;0.002404
lu;0.004651;0.004651;0.009302;0.004651;0.004651;0.004651;0.004651;0.004651;0.018605;0.660465;0.004651;0.004651;0.004651;0.013953;0.009302;0.004651;0.009302;0.004651;0.004651;0.004651;0.004651;0.004651;0.004651;0.004651;0.004651;0.004651;0.004651;0.004651;0.004651;0.130233;0.004651;0.004651;0.009302;0.004651;0.004651;0.004651;0.004651;0.004651
lf;0.014085;0.014085;0.014085;0.211268;0.014085;0.056338;0.056338;0.014085;0.014085;0.014085;0.014085;0.056338;0.014085;0.042254;0.070423;0.014085;0.014085;0.014085;0.042254;0.014085;0.014085;0.014085;0.014085;0.014085;0.014085;0.014085;0.014085;0.014085;0.014085;0.014085;0.042254;0.014085;0.014085;0.014085;0.014085;0.014085;0.014085;0.014085
ln;0.012195;0.012195;0.012195;0.158537;0.024390;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.292683;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.048780;0.048780;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.036585;0.012195;0.012195;0.012195;0.012195
lh;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.097561;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390
lm;0.023810;0.023810;0.023810;0.071429;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.047619;0.023810;0.023810;0.023810;0.023810;0.047619;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810
l ;0.003472;0.020833;0.090278;0.041667;0.218750;0.020833;0.059028;0.059028;0.031250;0.024306;0.020833;0.027778;0.048611;0.048611;0.006944;0.059028;0.038194;0.003472;0.003472;0.003472;0.003472;0.013889;0.003472;0.003472;0.003472;0.006944;0.041667;0.013889;0.006944;0.003472;0.003472;0.045139;0.003472;0.003472;0.003472;0.003472;0.003472;0.003472
ls;0.005025;0.030151;0.005025;0.030151;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.562814;0.005025;0.055276;0.005025;0.005025;0.005025;0.090452;0.005025;0.060302;0.005025;0.005025;0.005025;0.005025;0.010050;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.010050;0.005025
lt;0.003205;0.003205;0.076923;0.394231;0.003205;0.006410;0.003205;0.080128;0.003205;0.019231;0.003205;0.006410;0.189103;0.044872;0.003205;0.003205;0.003205;0.006410;0.003205;0.003205;0.003205;0.003205;0.012821;0.003205;0.032051;0.048077;0.003205;0.003205;0.003205;0.003205;0.003205;0.003205;0.003205;0.003205;0.003205;0.003205;0.003205;0.003205
lz;0.021277;0.021277;0.063830;0.021277;0.021277;0.021277;0.021277;0.148936;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.042553;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277
lg;0.008547;0.008547;0.025641;0.444444;0.008547;0.059829;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.102564;0.008547;0.085470;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547;0.008547
lp;0.012658;0.012658;0.012658;0.126582;0.012658;0.063291;0.025316;0.025316;0.012658;0.012658;0.025316;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.329114;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658
lo;0.008197;0.008197;0.008197;0.008197;0.008197;0.016393;0.008197;0.008197;0.008197;0.016393;0.008197;0.008197;0.016393;0.401639;0.016393;0.008197;0.106557;0.008197;0.016393;0.008197;0.016393;0.098361;0.008197;0.008197;0.008197;0.008197;0.057377;0.008197;0.008197;0.008197;0.008197;0.016393;0.008197;0.008197;0.008197;0.008197;0.008197;0.008197
l);0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
lc;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.327273;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182
lk;0.020833;0.020833;0.020833;0.166667;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.041667;0.020833;0.020833;0.020833;0.020833;0.062500;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833
ll;0.001931;0.003861;0.036680;0.498069;0.001931;0.001931;0.005792;0.057915;0.001931;0.001931;0.001931;0.001931;0.098456;0.055985;0.110039;0.017375;0.021236;0.003861;0.009653;0.003861;0.001931;0.005792;0.001931;0.001931;0.013514;0.015444;0.001931;0.001931;0.001931;0.001931;0.001931;0.001931;0.001931;0.001931;0.001931;0.001931;0.001931;0.001931
lä;0.005405;0.005405;0.005405;0.005405;0.010811;0.108108;0.005405;0.032432;0.005405;0.475676;0.010811;0.005405;0.005405;0.032432;0.081081;0.005405;0.054054;0.005405;0.005405;0.005405;0.010811;0.005405;0.005405;0.005405;0.005405;0.005405;0.005405;0.005405;0.005405;0.032432;0.005405;0.005405;0.005405;0.005405;0.005405;0.005405;0.005405;0.005405
l,;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.288462;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231
l.;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.212766;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277
lb;0.008772;0.008772;0.008772;0.070175;0.008772;0.008772;0.026316;0.008772;0.008772;0.008772;0.008772;0.008772;0.385965;0.166667;0.008772;0.043860;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.026316;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772
lü;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.169492;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.220339;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949;0.016949
