unsmoothed;3
(;r;e;s;u;m;p;t;i;o;n; ;f;h;);d;c;l;a;j;y;b;,;w;k;g;v;.;q;x;?;z;ó;ä;#
lä;0.002128;0.017358;0.034479;0.017856;0.007851;0.008065;0.007131;0.026507;0.021399;0.022092;0.686427;0.053582;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
l#;0.003191;0.026037;0.101718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.179640;0.130372;0.008559;0.018733;0.203191;0.013387;0.012924;0.065072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
a(;0.003191;0.030038;0.056218;0.040785;0.014276;0.063598;0.019197;0.166260;0.146598;0.044638;0.036640;0.080372;0.028559;0.031233;0.003191;0.016387;0.020424;0.022072;0.064867;0.001632;0.012640;0.014587;0.005150;0.055883;0.002504;0.008083;0.005773;0.003112;0.000985;0.000824;0.000077;0.000140;0.000016;0.000016;0.000032
ar;0.002128;0.024634;0.217881;0.039682;0.015531;0.021271;0.008112;0.097544;0.063267;0.059871;0.026440;0.132021;0.005951;0.012611;0.002128;0.048512;0.013820;0.060798;0.055528;0.000421;0.029343;0.003841;0.012069;0.005113;0.009665;0.018511;0.004728;0.005696;0.000323;0.000549;0.000051;0.000094;0.001835;0.000011;0.000021
ae;0.002128;0.050659;0.042788;0.381364;0.012149;0.017609;0.011821;0.033891;0.023702;0.022874;0.056763;0.158913;0.009532;0.013044;0.002148;0.026203;0.020608;0.019777;0.033857;0.000545;0.005883;0.004625;0.008185;0.006188;0.001686;0.011321;0.009348;0.004995;0.002092;0.004992;0.000092;0.000176;0.000011;0.000011;0.000021
as;0.002128;0.017636;0.099553;0.059392;0.029186;0.010039;0.020497;0.101607;0.074290;0.042985;0.019760;0.348448;0.006262;0.024461;0.002326;0.009441;0.012059;0.012034;0.030384;0.000421;0.005034;0.003975;0.022766;0.004612;0.016088;0.004429;0.002849;0.015920;0.000323;0.000549;0.000329;0.000094;0.000011;0.000011;0.000101
au;0.002128;0.086283;0.054258;0.263230;0.007941;0.017099;0.020591;0.111299;0.034226;0.022453;0.061314;0.077062;0.006880;0.012489;0.002128;0.016105;0.054673;0.055349;0.031384;0.000421;0.004093;0.009353;0.014314;0.004255;0.001517;0.022630;0.002849;0.002436;0.000323;0.000639;0.000141;0.000094;0.000011;0.000011;0.000021
am;0.002128;0.033185;0.280500;0.026602;0.019985;0.106452;0.052410;0.026507;0.077653;0.057250;0.019936;0.136628;0.005882;0.012489;0.002128;0.008925;0.008792;0.010224;0.056483;0.000421;0.011040;0.019388;0.006408;0.004255;0.001336;0.004389;0.002849;0.004521;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000197
ap;0.002128;0.093035;0.126591;0.025969;0.013519;0.014728;0.236272;0.048817;0.056988;0.095779;0.019760;0.071856;0.005706;0.027222;0.002327;0.008925;0.008616;0.045488;0.064179;0.000421;0.004292;0.003391;0.004329;0.004255;0.003443;0.004488;0.002849;0.003467;0.000323;0.000549;0.000051;0.000094;0.000011;0.000110;0.000021
at;0.002128;0.029906;0.140574;0.025993;0.021475;0.008847;0.007185;0.046059;0.153687;0.055794;0.020108;0.238503;0.005733;0.118948;0.002128;0.008952;0.009912;0.012887;0.036850;0.000421;0.011442;0.003391;0.015946;0.006155;0.001336;0.004416;0.002849;0.006076;0.000323;0.000549;0.000482;0.000852;0.000011;0.000011;0.000075
ai;0.002128;0.052185;0.045183;0.087151;0.008282;0.031811;0.009252;0.071274;0.021465;0.066103;0.265596;0.065280;0.010843;0.012522;0.002128;0.056708;0.032312;0.078323;0.030086;0.000454;0.004093;0.006341;0.003533;0.004255;0.005015;0.009464;0.013553;0.002174;0.000323;0.001079;0.000051;0.000955;0.000011;0.000011;0.000054
ao;0.002128;0.393385;0.035955;0.026170;0.038988;0.030247;0.022187;0.038577;0.024480;0.027068;0.090639;0.094221;0.038834;0.013933;0.002128;0.015217;0.014170;0.017977;0.021292;0.000967;0.006501;0.007468;0.004397;0.012280;0.002042;0.008016;0.007150;0.002331;0.000323;0.000742;0.000051;0.000094;0.000011;0.000011;0.000021
an;0.002128;0.017358;0.058620;0.061781;0.011983;0.008640;0.007167;0.095212;0.037950;0.039172;0.031892;0.197332;0.008075;0.012740;0.002235;0.216484;0.043774;0.012919;0.037982;0.000673;0.015966;0.003427;0.008542;0.004487;0.010922;0.041228;0.004643;0.005268;0.000359;0.000781;0.000087;0.000130;0.000011;0.000011;0.000021
a ;0.002128;0.047738;0.054571;0.072525;0.013527;0.046335;0.070800;0.098148;0.053224;0.050173;0.040336;0.058410;0.044569;0.030463;0.002141;0.038678;0.050170;0.033029;0.066580;0.001520;0.008869;0.031218;0.003672;0.034059;0.003664;0.021024;0.017299;0.002405;0.001858;0.000562;0.000064;0.000200;0.000011;0.000011;0.000021
af;0.002128;0.033460;0.223980;0.017981;0.029476;0.008438;0.007131;0.111556;0.054956;0.084608;0.019760;0.188183;0.107547;0.012613;0.002128;0.008925;0.008616;0.014025;0.034328;0.000421;0.005336;0.003391;0.004179;0.004628;0.001336;0.004389;0.002849;0.002571;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
ah;0.002128;0.019857;0.362418;0.018424;0.009157;0.008406;0.007131;0.030425;0.067395;0.041456;0.020442;0.084927;0.005706;0.012545;0.002128;0.009152;0.008673;0.010900;0.080048;0.000478;0.005967;0.003391;0.171917;0.004369;0.001336;0.004389;0.002849;0.002756;0.000323;0.000549;0.000051;0.000094;0.000011;0.000181;0.000021
a);0.006383;0.052075;0.103436;0.053569;0.023552;0.024196;0.021394;0.079520;0.064196;0.066276;0.059281;0.160745;0.017118;0.037466;0.006383;0.026775;0.025849;0.030145;0.059734;0.001264;0.012280;0.010174;0.010301;0.012765;0.004008;0.013167;0.008546;0.006223;0.000970;0.001647;0.000153;0.000281;0.000032;0.000032;0.000064
ad;0.002128;0.023360;0.146481;0.042154;0.020373;0.030276;0.007688;0.028493;0.075530;0.062921;0.020158;0.250956;0.009170;0.014798;0.003441;0.036877;0.008616;0.021114;0.074190;0.002731;0.035430;0.004546;0.023123;0.004414;0.001415;0.005422;0.030562;0.012176;0.000323;0.000549;0.000289;0.000094;0.000011;0.000011;0.000180
ac;0.002128;0.028001;0.113190;0.018432;0.021896;0.008065;0.007131;0.182461;0.055851;0.110981;0.019760;0.064446;0.005706;0.096702;0.002128;0.008925;0.102840;0.021707;0.048800;0.000421;0.019780;0.003391;0.003763;0.004255;0.035878;0.004389;0.002849;0.002815;0.002571;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
al;0.002128;0.024678;0.085800;0.058738;0.016034;0.008428;0.008200;0.038433;0.090416;0.045812;0.019901;0.270773;0.014870;0.012489;0.002128;0.027698;0.008828;0.128999;0.052713;0.000421;0.042942;0.003754;0.010112;0.008303;0.002061;0.004530;0.005319;0.004362;0.000323;0.000549;0.000051;0.000094;0.000011;0.000081;0.000021
aa;0.003191;0.081011;0.051878;0.068722;0.017332;0.032720;0.019565;0.121820;0.045828;0.033191;0.120729;0.105321;0.013955;0.018840;0.003245;0.029949;0.030020;0.076083;0.029867;0.001540;0.016932;0.014489;0.005684;0.008573;0.011353;0.015185;0.016454;0.004019;0.000485;0.001678;0.000076;0.000194;0.000016;0.000016;0.000032
aj;0.002128;0.017358;0.180943;0.017856;0.102127;0.008065;0.007131;0.026507;0.023082;0.429499;0.019760;0.053582;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.035063;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.004532;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
ay;0.002128;0.017358;0.059543;0.090347;0.007851;0.020630;0.008864;0.028066;0.034245;0.050332;0.020973;0.451407;0.005879;0.012489;0.004124;0.009272;0.008790;0.010048;0.019911;0.000421;0.004093;0.003391;0.064157;0.004428;0.001336;0.004389;0.002849;0.051445;0.000323;0.000549;0.000224;0.000094;0.000011;0.000011;0.000021
ab;0.002128;0.031602;0.175854;0.050609;0.039858;0.009738;0.007131;0.028180;0.055849;0.108061;0.019760;0.055255;0.005706;0.012489;0.002128;0.008925;0.010719;0.261250;0.046260;0.013387;0.031488;0.003391;0.003434;0.004255;0.001336;0.004389;0.003267;0.002493;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
a,;0.002128;0.017358;0.034479;0.017856;0.007851;0.008065;0.007131;0.026507;0.021399;0.022092;0.019760;0.720248;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
aw;0.002128;0.018858;0.114812;0.036283;0.008684;0.008065;0.007298;0.028507;0.110586;0.065092;0.100264;0.178976;0.005706;0.084322;0.002128;0.008925;0.008616;0.011048;0.151306;0.000421;0.004260;0.003391;0.023194;0.004255;0.001336;0.004389;0.002849;0.003241;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
ak;0.002128;0.017358;0.463973;0.032718;0.008381;0.008065;0.007131;0.026507;0.100364;0.030054;0.031968;0.157867;0.005706;0.013019;0.002128;0.008925;0.008616;0.012702;0.025219;0.000421;0.004093;0.003391;0.005557;0.004786;0.001336;0.004920;0.003379;0.008225;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
ag;0.002128;0.166473;0.188936;0.020442;0.040763;0.008065;0.007131;0.028122;0.083557;0.052934;0.033990;0.155476;0.006191;0.032847;0.002289;0.010541;0.008616;0.011179;0.092454;0.000421;0.006840;0.003391;0.007635;0.004255;0.001336;0.014771;0.002849;0.005306;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
av;0.002128;0.017358;0.562004;0.017856;0.007851;0.008065;0.007131;0.026507;0.080643;0.066426;0.019760;0.053582;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.053265;0.000421;0.006053;0.003391;0.003683;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
a.;0.002128;0.017358;0.035504;0.017856;0.007851;0.009775;0.007131;0.026507;0.021399;0.022092;0.019760;0.057000;0.005706;0.012489;0.661273;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.003442;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
aq;0.003191;0.026037;0.051718;0.026784;0.511776;0.012098;0.010697;0.039760;0.032098;0.033138;0.029640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
ax;0.002128;0.017358;0.051275;0.017856;0.007851;0.008065;0.127609;0.122114;0.186450;0.023384;0.019760;0.125126;0.005706;0.012489;0.002128;0.008925;0.040916;0.010048;0.109382;0.000421;0.004093;0.003391;0.050268;0.004255;0.001336;0.004389;0.004141;0.026784;0.000323;0.001841;0.000051;0.000094;0.000011;0.000011;0.000021
a?;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.029640;0.080372;0.008559;0.018733;0.503191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
az;0.002128;0.017358;0.231448;0.017856;0.007851;0.008065;0.007131;0.026507;0.051702;0.416031;0.019760;0.076309;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.018585;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.007597
aó;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.529640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
aä;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.529640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
a#;0.003191;0.026037;0.101718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.179640;0.130372;0.008559;0.018733;0.203191;0.013387;0.012924;0.065072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
j(;0.003191;0.030038;0.056218;0.040785;0.014276;0.063598;0.019197;0.166260;0.146598;0.044638;0.036640;0.080372;0.028559;0.031233;0.003191;0.016387;0.020424;0.022072;0.064867;0.001632;0.012640;0.014587;0.005150;0.055883;0.002504;0.008083;0.005773;0.003112;0.000985;0.000824;0.000077;0.000140;0.000016;0.000016;0.000032
jr;0.003191;0.030633;0.190767;0.047375;0.023297;0.019758;0.012168;0.076345;0.066232;0.087863;0.036259;0.156730;0.008926;0.018917;0.003191;0.024663;0.016356;0.024142;0.075032;0.000632;0.016803;0.005761;0.013730;0.007669;0.006722;0.011731;0.007092;0.006114;0.000485;0.000823;0.000076;0.000140;0.000322;0.000016;0.000032
je;0.002128;0.050659;0.042788;0.048030;0.012149;0.017609;0.011821;0.033891;0.023702;0.026705;0.056763;0.158913;0.009532;0.013044;0.002148;0.026203;0.350110;0.019777;0.033857;0.000545;0.005883;0.004625;0.008185;0.006188;0.001686;0.011321;0.009348;0.004995;0.002092;0.004992;0.000092;0.000176;0.000011;0.000011;0.000021
js;0.003192;0.026455;0.102832;0.059788;0.029767;0.014422;0.025650;0.094449;0.084046;0.054287;0.029641;0.257068;0.009393;0.033507;0.003490;0.014162;0.017452;0.018051;0.044939;0.000632;0.006915;0.005326;0.023321;0.006919;0.004387;0.006643;0.004273;0.016873;0.000485;0.000824;0.000494;0.000141;0.000016;0.000016;0.000151
ju;0.002128;0.086283;0.047848;0.347022;0.007941;0.017099;0.020591;0.053607;0.034226;0.022453;0.079171;0.064241;0.006880;0.012489;0.002128;0.024804;0.029032;0.070001;0.031384;0.000421;0.004093;0.009353;0.004698;0.004255;0.001517;0.009809;0.002849;0.002436;0.000323;0.000639;0.000141;0.000094;0.000011;0.000011;0.000021
jm;0.003191;0.049778;0.188885;0.036017;0.029977;0.065118;0.056595;0.039760;0.093163;0.070331;0.029904;0.114268;0.008823;0.018733;0.003191;0.013387;0.013188;0.015336;0.076952;0.000632;0.016559;0.021309;0.008316;0.006382;0.002004;0.006583;0.004273;0.005485;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000296
jp;0.003191;0.139552;0.138681;0.029917;0.020278;0.022092;0.038143;0.052140;0.040302;0.143669;0.029640;0.095736;0.008559;0.022760;0.003490;0.013387;0.012924;0.062208;0.078196;0.000632;0.006438;0.005087;0.006493;0.006382;0.002153;0.006732;0.004273;0.005200;0.000485;0.000823;0.000076;0.000140;0.000016;0.000165;0.000032
jt;0.003192;0.044859;0.098231;0.038664;0.022772;0.012620;0.010778;0.046302;0.088604;0.078808;0.030162;0.174160;0.008599;0.172237;0.003192;0.013428;0.013567;0.019006;0.052020;0.000632;0.015210;0.005087;0.016107;0.009232;0.002004;0.006624;0.004273;0.007486;0.000485;0.000824;0.000398;0.000301;0.000016;0.000016;0.000113
ji;0.002128;0.024948;0.045183;0.068993;0.008282;0.350877;0.009252;0.063492;0.021465;0.066103;0.095687;0.065280;0.010843;0.012522;0.002128;0.020392;0.032312;0.019958;0.030086;0.000454;0.004093;0.006341;0.003533;0.004255;0.005015;0.008167;0.013553;0.002174;0.000323;0.001079;0.000051;0.000955;0.000011;0.000011;0.000054
jo;0.002128;0.188840;0.035955;0.026170;0.046564;0.030247;0.022187;0.038577;0.062359;0.027068;0.098214;0.094221;0.038834;0.013933;0.002128;0.015217;0.014170;0.017977;0.021292;0.000967;0.029228;0.136256;0.004397;0.012280;0.002042;0.008016;0.007150;0.002331;0.000323;0.000742;0.000051;0.000094;0.000011;0.000011;0.000021
jn;0.003191;0.026037;0.086171;0.058653;0.015921;0.012959;0.010751;0.114372;0.049593;0.055532;0.034055;0.209194;0.012112;0.019110;0.003353;0.081324;0.035749;0.019379;0.048762;0.001009;0.008993;0.005141;0.011933;0.006436;0.005826;0.047765;0.006964;0.007902;0.000539;0.000877;0.000130;0.000194;0.000016;0.000016;0.000032
j ;0.003191;0.045910;0.067938;0.055254;0.018149;0.030958;0.037677;0.130091;0.073412;0.069906;0.039090;0.084402;0.026168;0.031776;0.003211;0.026967;0.038852;0.023847;0.085952;0.002280;0.010091;0.023272;0.005508;0.033958;0.003354;0.014405;0.007747;0.003608;0.001716;0.000843;0.000096;0.000299;0.000016;0.000016;0.000032
jf;0.003191;0.045239;0.088444;0.026971;0.044214;0.012657;0.010697;0.048522;0.082433;0.126911;0.029640;0.282274;0.032608;0.018919;0.003191;0.013387;0.012924;0.021038;0.051492;0.000632;0.008004;0.005087;0.006269;0.006942;0.002004;0.006583;0.004273;0.003857;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
jh;0.003192;0.029786;0.293626;0.027637;0.013735;0.012609;0.010697;0.045638;0.101093;0.062184;0.030663;0.127391;0.008559;0.018818;0.003192;0.013728;0.013010;0.016350;0.120072;0.000717;0.008951;0.005087;0.007876;0.006553;0.002004;0.006584;0.004273;0.004134;0.000485;0.000824;0.000077;0.000141;0.000016;0.000272;0.000032
j);0.006383;0.052075;0.103436;0.053569;0.023552;0.024196;0.021394;0.079520;0.064196;0.066276;0.059281;0.160745;0.017118;0.037466;0.006383;0.026775;0.025849;0.030145;0.059734;0.001264;0.012280;0.010174;0.010301;0.012765;0.004008;0.013167;0.008546;0.006223;0.000970;0.001647;0.000153;0.000281;0.000032;0.000032;0.000064
jd;0.003192;0.033427;0.142302;0.048716;0.025721;0.019607;0.011532;0.042740;0.076198;0.052447;0.030237;0.303853;0.008917;0.018972;0.003549;0.016606;0.012925;0.018768;0.056447;0.000871;0.009597;0.005206;0.020169;0.006621;0.002123;0.008133;0.007134;0.011813;0.000485;0.000824;0.000434;0.000141;0.000016;0.000016;0.000271
jc;0.003191;0.038877;0.121347;0.027648;0.031282;0.012098;0.010697;0.100254;0.072838;0.166471;0.029640;0.096669;0.008559;0.073177;0.003191;0.013387;0.026134;0.030998;0.073200;0.000632;0.018732;0.005087;0.005644;0.006382;0.006942;0.006583;0.004273;0.004222;0.000732;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
jl;0.003192;0.028261;0.121695;0.042135;0.020986;0.012204;0.011862;0.048018;0.103663;0.065215;0.029852;0.175863;0.013111;0.018733;0.003192;0.041548;0.013242;0.069593;0.073378;0.000632;0.056532;0.005193;0.009915;0.008077;0.002216;0.006795;0.007979;0.005229;0.000485;0.000824;0.000077;0.000141;0.000016;0.000122;0.000032
ja;0.002128;0.054008;0.034586;0.045815;0.011555;0.058850;0.050081;0.081213;0.030552;0.022128;0.302708;0.070214;0.009303;0.012560;0.002163;0.019966;0.057051;0.050722;0.019911;0.001027;0.011288;0.009660;0.003790;0.005715;0.007569;0.010123;0.010969;0.002680;0.000323;0.001119;0.000051;0.000129;0.000011;0.000011;0.000021
jj;0.003191;0.026037;0.271415;0.026784;0.153190;0.012098;0.010697;0.039760;0.034623;0.144249;0.029640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.052594;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.006798;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
jy;0.003191;0.026037;0.071988;0.043936;0.011776;0.028470;0.013296;0.042099;0.036516;0.075497;0.031459;0.402357;0.008819;0.018733;0.003711;0.013907;0.013184;0.015072;0.029867;0.000632;0.006140;0.005087;0.046730;0.006642;0.002004;0.006583;0.004273;0.030138;0.000485;0.000823;0.000336;0.000140;0.000016;0.000016;0.000032
jb;0.003191;0.041721;0.260940;0.044664;0.056945;0.014607;0.010697;0.042269;0.046841;0.056977;0.029640;0.082882;0.008559;0.018733;0.003191;0.013387;0.013238;0.079376;0.069390;0.020080;0.047231;0.005087;0.005150;0.006382;0.002004;0.006583;0.004900;0.003739;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
j,;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.029640;0.580372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
jw;0.003191;0.028287;0.172218;0.030034;0.013026;0.012098;0.010947;0.042760;0.117098;0.097638;0.040640;0.122122;0.008559;0.126483;0.003191;0.013387;0.012924;0.016572;0.080617;0.000632;0.006390;0.005087;0.010400;0.006382;0.002004;0.006583;0.004273;0.004861;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
jk;0.003192;0.026038;0.287387;0.049078;0.012572;0.012098;0.010697;0.039760;0.093404;0.045081;0.047953;0.205373;0.008559;0.019529;0.003192;0.013388;0.012925;0.019054;0.037829;0.000632;0.006140;0.005087;0.008335;0.007179;0.002004;0.007380;0.005069;0.009481;0.000485;0.000824;0.000077;0.000141;0.000016;0.000016;0.000032
jg;0.003191;0.097535;0.115702;0.030662;0.039405;0.012098;0.010697;0.042183;0.103596;0.060767;0.035457;0.227003;0.009286;0.049271;0.003434;0.015811;0.012924;0.016769;0.054830;0.000632;0.010260;0.005087;0.011452;0.006382;0.002004;0.009734;0.004273;0.007959;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
jv;0.002128;0.017358;0.275455;0.017856;0.007851;0.008065;0.007131;0.026507;0.068947;0.044497;0.019760;0.053582;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.374903;0.000421;0.004591;0.003391;0.003683;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
