unsmoothed;3
(;r;e;a;n;u;d;c;i;ó; ;l;p;í;o;s;);m;t;,;v;b;y;ñ;q;h;.;g;f;á;x;z;k;¿;é;?;j;ú;w;#
,j;0.002998;0.028187;0.238668;0.109842;0.028654;0.093956;0.020257;0.017997;0.029874;0.011610;0.078262;0.020704;0.012483;0.002050;0.194674;0.032983;0.002998;0.012043;0.019214;0.005102;0.004272;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.002338;0.000066;0.001121;0.000330;0.000030;0.000024
,ú;0.002998;0.028187;0.056850;0.062516;0.255927;0.015079;0.020257;0.017997;0.025863;0.003588;0.078262;0.152522;0.012483;0.002050;0.035583;0.032983;0.002998;0.043861;0.041941;0.005102;0.002935;0.072814;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
,w;0.002998;0.028187;0.106850;0.044334;0.028654;0.215079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.235583;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.053390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
,#;0.002998;0.028187;0.181850;0.106834;0.278654;0.015079;0.020257;0.017997;0.025863;0.003588;0.140762;0.020704;0.012483;0.002050;0.035583;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
v(;0.002998;0.033187;0.176850;0.073834;0.052654;0.018079;0.038757;0.042497;0.029363;0.003588;0.078262;0.064704;0.070483;0.002050;0.039083;0.113483;0.002998;0.027043;0.037214;0.005102;0.004435;0.006132;0.016890;0.000902;0.011409;0.011773;0.008085;0.006227;0.006082;0.001316;0.000755;0.001019;0.000102;0.008066;0.002501;0.000066;0.001121;0.000330;0.000530;0.000024
vr;0.002998;0.039302;0.157734;0.136017;0.031526;0.026886;0.028926;0.024326;0.072769;0.005503;0.144418;0.028575;0.013228;0.012155;0.098123;0.037770;0.003051;0.028210;0.037880;0.009570;0.005913;0.005111;0.003444;0.000903;0.006037;0.002773;0.007286;0.009598;0.003348;0.008655;0.000756;0.002243;0.000155;0.000066;0.002757;0.000066;0.001547;0.000330;0.000030;0.000024
ve;0.001999;0.139513;0.039522;0.036526;0.143310;0.012848;0.021652;0.054471;0.018864;0.002392;0.159928;0.063316;0.009904;0.001402;0.027980;0.106768;0.002034;0.026495;0.017520;0.010459;0.004558;0.006182;0.002260;0.004715;0.003503;0.004529;0.005862;0.020550;0.004498;0.000895;0.004090;0.037361;0.000068;0.000044;0.000668;0.000097;0.002962;0.000220;0.000020;0.000016
va;0.001999;0.083477;0.038284;0.029556;0.079702;0.012510;0.061213;0.059531;0.017310;0.002415;0.240828;0.059943;0.012830;0.002539;0.023812;0.103883;0.002066;0.055671;0.025540;0.022784;0.003625;0.014028;0.008006;0.002112;0.003170;0.002525;0.015999;0.004441;0.002663;0.000877;0.000504;0.002100;0.000136;0.000044;0.000713;0.000112;0.002460;0.000558;0.000020;0.000016
vn;0.002998;0.028239;0.093521;0.083777;0.029230;0.022769;0.048872;0.048861;0.047364;0.006099;0.228188;0.020913;0.012483;0.002469;0.068696;0.052496;0.003102;0.014606;0.113533;0.012060;0.005132;0.004684;0.003390;0.000902;0.005060;0.002877;0.007217;0.007889;0.012864;0.002153;0.000755;0.002432;0.000259;0.000066;0.001054;0.000223;0.001801;0.000905;0.000030;0.000024
vu;0.001999;0.052787;0.484023;0.042876;0.079540;0.010119;0.020595;0.028698;0.032550;0.002459;0.060525;0.025135;0.014750;0.003156;0.023987;0.035906;0.001999;0.013728;0.019966;0.003667;0.002619;0.006401;0.008423;0.000602;0.002606;0.001849;0.002057;0.005866;0.003115;0.001209;0.000570;0.001475;0.000068;0.000044;0.002457;0.000044;0.001874;0.000220;0.000020;0.000016
vd;0.002998;0.031665;0.309995;0.115149;0.028654;0.023145;0.020331;0.017997;0.068116;0.003810;0.096021;0.020778;0.012483;0.005084;0.129041;0.033057;0.002998;0.013079;0.020028;0.007100;0.003231;0.004706;0.003390;0.000902;0.004279;0.002921;0.004861;0.004227;0.003082;0.001390;0.000755;0.001019;0.000176;0.000066;0.001815;0.000066;0.001195;0.000330;0.000030;0.000024
vc;0.002998;0.040347;0.096580;0.111633;0.029820;0.053810;0.020257;0.022411;0.164211;0.004921;0.079428;0.030449;0.012483;0.006132;0.165934;0.032983;0.002998;0.012043;0.053363;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.018348;0.003335;0.004227;0.003082;0.001982;0.000755;0.001019;0.000435;0.000066;0.001501;0.000066;0.001121;0.000330;0.000030;0.000024
vi;0.001999;0.031676;0.091361;0.070249;0.059604;0.011212;0.154744;0.072316;0.019029;0.041774;0.057932;0.022283;0.011143;0.001367;0.058090;0.119169;0.001999;0.030447;0.048439;0.003672;0.025127;0.007956;0.002260;0.000602;0.002954;0.001849;0.002134;0.025196;0.007348;0.000916;0.000504;0.007103;0.000261;0.000044;0.005807;0.000044;0.001134;0.000220;0.000020;0.000016
vó;0.001999;0.021576;0.037900;0.029556;0.292843;0.010053;0.018796;0.012276;0.017242;0.002392;0.397204;0.025499;0.009715;0.001367;0.023722;0.023938;0.001999;0.024459;0.013366;0.003402;0.003349;0.003088;0.002260;0.000602;0.002606;0.001849;0.002057;0.004489;0.002055;0.000877;0.004681;0.000680;0.000068;0.000044;0.000668;0.000044;0.001026;0.000220;0.000020;0.000016
v ;0.002998;0.043950;0.122489;0.078714;0.040529;0.027835;0.081758;0.054369;0.036627;0.003780;0.080579;0.071230;0.059103;0.002069;0.043321;0.067479;0.003017;0.030411;0.035609;0.005658;0.008202;0.008079;0.017928;0.000902;0.025438;0.014763;0.003621;0.008555;0.011241;0.001603;0.000794;0.001613;0.000408;0.000181;0.001633;0.000085;0.002117;0.001096;0.000164;0.000043
vl;0.002998;0.028259;0.111296;0.215996;0.028654;0.025867;0.021705;0.018721;0.054606;0.004095;0.189107;0.033012;0.012700;0.011390;0.104364;0.033273;0.003070;0.016532;0.028988;0.009374;0.004600;0.004704;0.003535;0.000902;0.004344;0.002773;0.006488;0.008788;0.003371;0.001823;0.000755;0.001019;0.000102;0.000066;0.001146;0.000066;0.001121;0.000330;0.000030;0.000024
vp;0.002998;0.141779;0.141384;0.128868;0.028654;0.045939;0.020257;0.019077;0.041833;0.004309;0.078382;0.053485;0.013204;0.003011;0.160463;0.033223;0.002998;0.012043;0.025218;0.005102;0.002935;0.004632;0.003510;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001796;0.000755;0.001019;0.000222;0.000066;0.001361;0.000066;0.001121;0.002131;0.000030;0.000144
ví;0.001999;0.021715;0.038875;0.408976;0.067001;0.010053;0.017891;0.051890;0.017242;0.002392;0.080927;0.013803;0.008322;0.001367;0.052196;0.074064;0.001999;0.009978;0.071776;0.013148;0.002931;0.003575;0.002260;0.000602;0.002606;0.001849;0.004006;0.002818;0.009365;0.000877;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.001235;0.000220;0.000020;0.000016
vo;0.001999;0.088326;0.038518;0.029640;0.065039;0.010137;0.022492;0.034727;0.017383;0.002392;0.252637;0.049272;0.017085;0.001395;0.024143;0.154570;0.002055;0.026452;0.079613;0.022386;0.002912;0.013255;0.008064;0.000602;0.002719;0.003169;0.013945;0.006244;0.002897;0.000877;0.000756;0.000764;0.000068;0.000044;0.000668;0.001724;0.000775;0.000220;0.000020;0.000016
vs;0.002998;0.032095;0.114794;0.065648;0.028700;0.030758;0.021393;0.022678;0.074264;0.005542;0.280906;0.022203;0.027026;0.004368;0.061124;0.032983;0.003452;0.014042;0.080475;0.023781;0.003071;0.004723;0.003390;0.000902;0.004046;0.002818;0.016128;0.004908;0.004445;0.001361;0.000755;0.001019;0.000102;0.000066;0.001183;0.000248;0.001121;0.000330;0.000121;0.000024
v);0.005996;0.056374;0.113701;0.088668;0.057309;0.030159;0.040514;0.035994;0.051727;0.007177;0.156524;0.041408;0.024967;0.004101;0.071166;0.065967;0.005996;0.024086;0.038428;0.010205;0.005870;0.009264;0.006781;0.001805;0.007819;0.005546;0.006170;0.008454;0.006164;0.002632;0.001511;0.002039;0.000204;0.000132;0.002003;0.000132;0.002242;0.000660;0.000060;0.000048
vm;0.002998;0.028187;0.179579;0.110428;0.028779;0.037111;0.020257;0.018246;0.113989;0.003837;0.079258;0.020704;0.065259;0.006780;0.117236;0.033357;0.002998;0.012043;0.019214;0.005351;0.002935;0.041600;0.003390;0.000902;0.003909;0.002773;0.003334;0.004227;0.003082;0.021480;0.000755;0.001019;0.000102;0.000066;0.001748;0.000066;0.001121;0.001823;0.000030;0.000024
vt;0.002998;0.094890;0.183235;0.159250;0.028654;0.037158;0.020257;0.018153;0.091396;0.004680;0.078886;0.020782;0.012483;0.003455;0.126705;0.033061;0.002998;0.012043;0.019526;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.003241;0.003163;0.004227;0.003082;0.006543;0.000755;0.001331;0.000102;0.000066;0.003732;0.000066;0.001121;0.001032;0.000030;0.000024
v,;0.001999;0.018791;0.037900;0.029556;0.019103;0.010053;0.013505;0.011998;0.017242;0.002392;0.718449;0.013803;0.008322;0.001367;0.023722;0.021989;0.001999;0.008029;0.012809;0.003598;0.001957;0.003088;0.002260;0.000602;0.002606;0.001849;0.002253;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
vv;0.002998;0.028187;0.185553;0.178144;0.028654;0.017122;0.020257;0.017997;0.125455;0.004099;0.078262;0.020704;0.012483;0.016351;0.152539;0.032983;0.002998;0.012043;0.019214;0.005613;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.004576;0.000066;0.001121;0.000330;0.000030;0.000024
vb;0.002998;0.144045;0.101835;0.130418;0.028655;0.039028;0.020257;0.018321;0.114537;0.004236;0.079880;0.093843;0.012484;0.006905;0.053383;0.047870;0.002998;0.012367;0.019861;0.005426;0.005201;0.004632;0.003391;0.000903;0.003910;0.002773;0.003409;0.004227;0.003082;0.002611;0.000756;0.001020;0.000102;0.000066;0.001649;0.000066;0.022480;0.000330;0.000030;0.000024
vy;0.002998;0.028187;0.079397;0.088100;0.029981;0.028342;0.020257;0.017997;0.025863;0.004915;0.440330;0.020704;0.012483;0.002050;0.070950;0.032983;0.002998;0.012485;0.019214;0.022344;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.004853;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001885;0.000066;0.001121;0.000330;0.000030;0.000024
vñ;0.002998;0.028187;0.058511;0.139018;0.028654;0.015079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.439237;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
vq;0.002998;0.028187;0.056850;0.044334;0.028654;0.515079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.035583;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
vh;0.002998;0.034133;0.139012;0.325415;0.028654;0.026971;0.020257;0.017997;0.033431;0.003588;0.081505;0.021244;0.012483;0.003672;0.128556;0.032983;0.002998;0.012043;0.019754;0.011048;0.002935;0.004632;0.004471;0.000902;0.003909;0.003313;0.004706;0.004227;0.003082;0.001856;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001661;0.000330;0.000030;0.002186
v.;0.002998;0.028187;0.056850;0.044334;0.028654;0.015079;0.020257;0.017997;0.025863;0.003588;0.112761;0.020704;0.012483;0.002050;0.035583;0.032983;0.467526;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.004057;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
vg;0.002998;0.143435;0.084865;0.125895;0.037165;0.122172;0.020257;0.017997;0.123381;0.004298;0.078971;0.028860;0.012484;0.006661;0.077782;0.032984;0.002998;0.012043;0.019569;0.005812;0.002935;0.004632;0.003391;0.000903;0.003910;0.002773;0.003440;0.004227;0.003082;0.001671;0.000756;0.001020;0.000102;0.000066;0.001356;0.000066;0.001121;0.003167;0.000030;0.000733
vf;0.002998;0.059315;0.137590;0.069626;0.028654;0.063717;0.020257;0.017997;0.154754;0.005047;0.078262;0.036268;0.012483;0.006914;0.185875;0.032983;0.002998;0.013502;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.003259;0.003085;0.004227;0.003568;0.001316;0.000755;0.001019;0.000102;0.000066;0.011702;0.000066;0.001121;0.000330;0.000030;0.000024
vá;0.002998;0.036159;0.056850;0.044334;0.092436;0.016218;0.020257;0.051026;0.025863;0.003588;0.194435;0.045761;0.022734;0.002050;0.035583;0.212938;0.002998;0.034822;0.032881;0.009658;0.002935;0.006910;0.003390;0.000902;0.003909;0.002773;0.004224;0.006505;0.007638;0.001316;0.012145;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
vx;0.002998;0.028187;0.060819;0.097905;0.028654;0.015079;0.020257;0.061648;0.216339;0.003588;0.078262;0.020704;0.109705;0.002050;0.041535;0.032983;0.002998;0.012043;0.108499;0.009071;0.004919;0.004632;0.003390;0.000902;0.003909;0.002773;0.005069;0.004227;0.003082;0.005284;0.004724;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
vz;0.002998;0.028187;0.056850;0.298746;0.028654;0.016550;0.020257;0.038585;0.031746;0.030059;0.141497;0.020704;0.012483;0.002050;0.141465;0.032983;0.002998;0.012043;0.019214;0.016867;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.007168;0.003082;0.008669;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
vk;0.002998;0.028187;0.056850;0.147275;0.028654;0.029785;0.020257;0.017997;0.114099;0.003588;0.092968;0.020704;0.012483;0.002050;0.256170;0.047689;0.002998;0.012043;0.019214;0.019808;0.017641;0.004632;0.003390;0.000902;0.003909;0.017479;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
v¿;0.002998;0.028187;0.102305;0.067061;0.028654;0.015079;0.042984;0.131633;0.025863;0.003588;0.078262;0.043431;0.194301;0.002050;0.035583;0.101165;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.025500;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
vé;0.001999;0.061706;0.037900;0.029556;0.150839;0.010053;0.016499;0.018984;0.017242;0.002392;0.199309;0.020789;0.012314;0.001367;0.023722;0.307988;0.001999;0.009027;0.016801;0.004400;0.001957;0.006082;0.002260;0.000602;0.002606;0.001849;0.002057;0.020782;0.003053;0.000877;0.009486;0.000680;0.000068;0.000044;0.000668;0.000044;0.001745;0.000220;0.000020;0.000016
v?;0.002998;0.028187;0.056850;0.044334;0.028654;0.015079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.035583;0.032983;0.502997;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
vj;0.002998;0.028187;0.238668;0.109842;0.028654;0.093956;0.020257;0.017997;0.029874;0.011610;0.078262;0.020704;0.012483;0.002050;0.194674;0.032983;0.002998;0.012043;0.019214;0.005102;0.004272;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.002338;0.000066;0.001121;0.000330;0.000030;0.000024
vú;0.002998;0.028187;0.056850;0.062516;0.255927;0.015079;0.020257;0.017997;0.025863;0.003588;0.078262;0.152522;0.012483;0.002050;0.035583;0.032983;0.002998;0.043861;0.041941;0.005102;0.002935;0.072814;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
vw;0.002998;0.028187;0.106850;0.044334;0.028654;0.215079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.235583;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.053390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
v#;0.002998;0.028187;0.181850;0.106834;0.278654;0.015079;0.020257;0.017997;0.025863;0.003588;0.140762;0.020704;0.012483;0.002050;0.035583;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
b(;0.002998;0.033187;0.176850;0.073834;0.052654;0.018079;0.038757;0.042497;0.029363;0.003588;0.078262;0.064704;0.070483;0.002050;0.039083;0.113483;0.002998;0.027043;0.037214;0.005102;0.004435;0.006132;0.016890;0.000902;0.011409;0.011773;0.008085;0.006227;0.006082;0.001316;0.000755;0.001019;0.000102;0.008066;0.002501;0.000066;0.001121;0.000330;0.000530;0.000024
br;0.001999;0.026201;0.315584;0.126991;0.021017;0.022579;0.019284;0.016217;0.060617;0.004600;0.096279;0.019050;0.008819;0.013690;0.124075;0.025180;0.002034;0.018807;0.025253;0.006380;0.003942;0.003407;0.002296;0.000602;0.004024;0.001849;0.004857;0.006399;0.002232;0.010425;0.000504;0.001495;0.000103;0.000044;0.001838;0.000044;0.001031;0.000220;0.000020;0.000016
be;0.001999;0.155910;0.038199;0.033880;0.146469;0.012848;0.019007;0.026693;0.019939;0.002392;0.217901;0.038183;0.009904;0.001402;0.026658;0.080313;0.002034;0.076112;0.022316;0.010212;0.004558;0.006182;0.002260;0.004715;0.003503;0.001884;0.003217;0.011291;0.004498;0.000895;0.004090;0.006442;0.000068;0.000044;0.000668;0.000097;0.002962;0.000220;0.000020;0.000016
ba;0.001999;0.113132;0.038284;0.029556;0.064128;0.012510;0.047103;0.042819;0.017310;0.002415;0.179319;0.045814;0.012830;0.002539;0.023812;0.102018;0.002066;0.030150;0.089373;0.010042;0.003625;0.011464;0.005461;0.002112;0.003170;0.002525;0.005821;0.004441;0.002663;0.000877;0.000504;0.002100;0.000136;0.000044;0.000713;0.000112;0.086420;0.000558;0.000020;0.000016
bn;0.002998;0.028239;0.093521;0.083777;0.029230;0.022769;0.048872;0.048861;0.047364;0.006099;0.228188;0.020913;0.012483;0.002469;0.068696;0.052496;0.003102;0.014606;0.113533;0.012060;0.005132;0.004684;0.003390;0.000902;0.005060;0.002877;0.007217;0.007889;0.012864;0.002153;0.000755;0.002432;0.000259;0.000066;0.001054;0.000223;0.001801;0.000905;0.000030;0.000024
bu;0.001999;0.106841;0.281321;0.042876;0.111072;0.010119;0.020595;0.051220;0.064082;0.002459;0.060525;0.025135;0.014750;0.003156;0.023987;0.067437;0.001999;0.013728;0.024471;0.003667;0.002619;0.006401;0.035450;0.000602;0.002606;0.001849;0.002057;0.005866;0.003115;0.001209;0.000570;0.001475;0.000068;0.000044;0.002457;0.000044;0.001874;0.000220;0.000020;0.000016
bd;0.002998;0.031665;0.309995;0.115149;0.028654;0.023145;0.020331;0.017997;0.068116;0.003810;0.096021;0.020778;0.012483;0.005084;0.129041;0.033057;0.002998;0.013079;0.020028;0.007100;0.003231;0.004706;0.003390;0.000902;0.004279;0.002921;0.004861;0.004227;0.003082;0.001390;0.000755;0.001019;0.000176;0.000066;0.001815;0.000066;0.001195;0.000330;0.000030;0.000024
bc;0.001999;0.026898;0.064387;0.074422;0.019880;0.035873;0.013505;0.014941;0.109474;0.003281;0.386285;0.020299;0.008322;0.004088;0.110623;0.021989;0.001999;0.008029;0.035576;0.003402;0.001957;0.003088;0.002260;0.000602;0.002606;0.012232;0.002223;0.002818;0.002055;0.001322;0.000504;0.000680;0.000290;0.000044;0.001001;0.000044;0.000747;0.000220;0.000020;0.000016
bi;0.001999;0.028258;0.136279;0.058514;0.052274;0.011212;0.063591;0.046906;0.017320;0.040065;0.057932;0.068743;0.011143;0.001367;0.072920;0.048591;0.001999;0.021900;0.048115;0.003672;0.013162;0.007956;0.002260;0.000602;0.002954;0.001849;0.002134;0.009812;0.007348;0.000916;0.000504;0.005394;0.000261;0.000044;0.150575;0.000044;0.001134;0.000220;0.000020;0.000016
bó;0.001999;0.021576;0.037900;0.029556;0.292843;0.010053;0.018796;0.012276;0.017242;0.002392;0.397204;0.025499;0.009715;0.001367;0.023722;0.023938;0.001999;0.024459;0.013366;0.003402;0.003349;0.003088;0.002260;0.000602;0.002606;0.001849;0.002057;0.004489;0.002055;0.000877;0.004681;0.000680;0.000068;0.000044;0.000668;0.000044;0.001026;0.000220;0.000020;0.000016
b ;0.001999;0.029300;0.081660;0.052476;0.027020;0.018557;0.054506;0.036246;0.024418;0.002520;0.053720;0.114154;0.239402;0.001380;0.028881;0.044986;0.002011;0.020274;0.023740;0.003772;0.005468;0.005386;0.078619;0.000602;0.016959;0.009842;0.002414;0.005704;0.007494;0.001069;0.000529;0.001076;0.000272;0.000121;0.001089;0.000057;0.001411;0.000731;0.000109;0.000029
bl;0.001999;0.018840;0.291011;0.210369;0.019103;0.017245;0.014470;0.012481;0.082127;0.002730;0.126072;0.022008;0.008467;0.007593;0.074001;0.022182;0.002047;0.011021;0.019325;0.006249;0.003067;0.003136;0.002357;0.000602;0.002896;0.001849;0.004325;0.005859;0.002248;0.001215;0.000504;0.000680;0.000068;0.000044;0.000764;0.000044;0.000747;0.000220;0.000020;0.000016
